Gender,Degree,Course,Interests,Skills(Multiple),Working
Female,BMS,Sales & Marketing,Teaching,"Reading, Sales",Student (Unemployed)
Male,BA,Sociology,Technology;Web Designing;Data analytics;Game industry,Hardware skills;Programming Language skills;Data Visualization skills( Power Bi/ Tableau );R;Python;SQL,NA
Male,BA,Sociology,Technology,"ML, Python, SQL, Excel, R, Tableau",Mechanical Engineer
Female,Arts,Literature,"Research, Teaching","Critical Thinking, Communication Skills, Leadership, Team work, Writing",Student (Unemployed)
Female,BCA,Computer,Technology;Web Designing,Designing skills;Java,NA
Female,BE,Electronics and Communication Engineering,Data scientist,R;Python,NA
Female,B.Tech,Mechanical Engineering,News Coverage,"Communication Skills, Work under Pressure, Leadership, Team work, Excel, Problem Solving skills, Reading",Student (Unemployed)
Female,BE,Computer Science Engineering,Research;Technology;Data analytics;Data scientist;All fields related to Data science.,Business Knowledge;Communication skills;Leadership;Designing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;SQL;Cloud Computing;Good communication skills;AWS;Programming Language C,NA
Male,MBA,BBA,Sales/Marketing;Social Justice;Home interior design;Market reserach;Social media marketing,Active Listening;Hardware skills;Business Knowledge;Communication skills;Negotiation skills;Mass Communication;Problem Solving skills;Sales;Social Media Marketing;Hospitality;Good communication skills,Felix healtcare pvt ltd
Male,B.Tech,Mathematics,Data analytics;Market reserach;Industires;Product Life cycle Management;Sports Industry,Business Knowledge;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Sales;HR,Engineer
Male,BBA,Statistics,Financial Analysis,Business Knowledge;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Wealth Management;Python;SQL,Operation Manager
Male,BE,Plastic Design,Design,Designing skills,Design engineer
Male,BE,Mechanical Engineering,Data analytics,Analytical Skills,NA
Male,BE,Mechanical Engineering,Research;Technology;Trading;Understand human behaviour;Supply Chain Analysis,Active Listening;Hardware skills;Critical Thinking;Communication skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Presentation Skills;Python;SQL,NA
Male,B.Tech,Electrical and Electronics Engineering,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",Teaching
Male,B.Tech,Mechanical Engineering,Design,"Proeficiency in Software like STAAD PRO, ETABS",Mechanical Design Engineer
Female,B.Sc,Chemistry,Teaching,"Critical Thinking, Analytic Thinking, Team work, Problem Solving skills, Reading",Teacher
Male,B.Tech,Computer Science Engineering,Technology;Game industry;Market reserach;Information Technology,Programming Language skills;Linux;SQL;Java,Trainee consultant - Quality
Male,BCA,Computer Applications,Technology;Trading,Active Listening;Programming Language skills;Gathering Information,NA
Female,BA,English,Teaching,Active Listening;Good communication skills;Teaching,NA
Male,BE,Mechanical Engineering,Trading,C++,NA
Female,B.Sc,Computer Science Engineering,Technology,Active Listening;Programming Language skills;Java,NA
Female,BALLB,Law,Litigation & Legal service,Critical Thinking;Gathering Information;Civil & Criminal Law,Lawyer -IPR
Male,B.Tech,Electronics and communication engineering,Technology,Python,NA
Male,BE,Automobile Engineering,Sales/Marketing,"Work under Pressure, Team work",NA
Male,BE,EcoNAmy,Financial Analysis;Research;Social Justice;Teaching;Technology;Trading;Understand human behaviour;Understand human body;Supply Chain Analysis;Web Designing,Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Civil & Criminal Law,NA
Male,B.Tech,Mechanical Engineering,Technology,"Team work, Observation Skills",Mechanical Engineer
Male,B.Sc,Computers,Sales/Marketing;Supply Chain Analysis;Data analytics,Analytical Skills;Machine Learning skills;Sales;Python;HR,Medical and sales reprasentative
Female,M.A,home science .,Understand human behaviour;Gardening,Active Listening;Civil & Criminal Law,NA
Female,B.Com,"Accounts,public finance,ecoNAmics,business studies",Digital marketing,Social Media Marketing,Teaching job
Male,B.Tech,Civil Engineering,Construction;Construction Manegement,construction management,Civil & Structural Engineer
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning;Project Management,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,BCA,Science,Technology;Data scientist;Information Technology,"Communication skills;Leadership;Problem Solving skills;Hospitality;HR;Client management;Good communication skills;Foreign languages french, Spanish ",Associate it consultant - erp
Male,B.Tech,Computer Science Engineering,Data Analytics,NO,Intern
Male,B.Tech,Electrical and Electronics Engineering,Technology,"ML, Python",Data Scientist
Female,BE,Mechanical Engineering,Data analytics;Govt. Job;Data scientist,Programming Language skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL,NA
Male,BA,EcoNAmics,Research;Sales/Marketing;Digital marketing,Programming Language skills;Business Knowledge;Designing skills;Writing skills;Sales;Social Media Marketing;Presentation Skills,NA
Male,Hsc,Communication & Political Science,"Sales/Marketing, Entrepreneurship, Understand Human Body","Leadership, Mass Communication, Reading, Sales",Tele-caller
Male,B.Tech,Electronics and Communication Engineering,Data Analytics,NO,Assistant system engineer trainee
Male,B.Tech,Electronics and Communication Engineering,"Research, Technology, Entrepreneurship","ML, Python, Critical Thinking, Analytic Thinking, SQL, Editing, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, C++, Reading",Student (Unemployed)
Male,BE,Automobile Engineering,Research;Social Justice;Teaching;Technology,Leadership;Product knowledge;Problem Solving skills,GAT- Engine testing engineer
Female,B.Tech,Electronics and Communication Engineering,"Financial Analysis, News Coverage, Research, Sales/Marketing, Technology, Entrepreneurship, Understand Human Behaviour","AI, ML, Python, Critical Thinking, Analytic Thinking, SQL, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Editing, Creativity Skills, Market Study, Team work, Logical Skills, Interpersonal Skills, Presentation Skills, Problem Solving skills, Mass Communication, Observation Skills, Risk Managing, Reporting, Reading, Designing Skills, Sales",NA
Male,B.Tech,Mechanical Engineering,Research;Data analytics;Data scientist;All fields related to Data science.;Industires;Design,Programming Language skills;Machine Learning skills;Python,NA
Male,B.Tech,Civil Engineering,Construction;Construction Manegement;Urban Planning,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Civil Engineering,Infrastructure;Social causes;Industires;Design;Construction;Construction Manegement,"Proeficiency in Software like STAAD PRO, ETABS",Civil & Structural Engineer
Male,B.Tech,Mechanical engineering,Technology;Data analytics,Programming Language skills;Critical Thinking;Analytical Skills,NA
Female,BBA,Literature,Social Justice,Analytic Thinking,Housewife
Male,M.Tech,Electrical and Electronics Engineering,Technology;Supply Chain Analysis,Communication skills;Presentation Skills;Artificial Intelligence,sub Engineer
Male,B.Tech,Electrical and Electronics Engineering,Teaching;Technology;Trading,People management;Architecture,Site Engineer
Male,B.Tech,fmhm,Research;Technology;Trading,Programming Language skills;Analytical Skills;Negotiation skills;Leadership;Problem Solving skills;Python,NA
Female,B.Tech,Electronics and Communication Engineering,Entrepreneurship,"Java, SQL",Java Developer
Male,B.Tech,Computer Science Engineering,Technology;Web Designing;Govt. Job;Game industry;Web development,Editing;Python,NA
Male,B.Tech,Computer Science Engineering,Service;Design,Hardware skills;Python;Us & Canada Recruitment (IT),NA
Male,B.Tech,Computer Science Engineering,Network ,Network engineer ,NA
Male,B.Sc,Physics,Technology,"AI, Python, Editing, Problem Solving skills",Student (Unemployed)
Female,BA,General,News Coverage;Data analytics;Govt. Job;Infrastructure,Business Knowledge;People management;Product knowledge,Telemarketer
Male,BE,Mechanical,Research;Technology;Data analytics;Data scientist,Programming Language skills;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;SQL;Excel,NA
Male,TYB.COM,Commerce,Entrepreneurship,"Active Listening, Analytic Thinking, Business Knowledge, People Management, Communication Skills, Leadership, Product Knowledge, Creativity Skills, Market Study, Team work, Logical Skills, Presentation Skills, Writing, Observation Skills",Student (Unemployed)
Male,B.Tech,Computer Science Engineering,Data analytics;Data scientist;All fields related to Data science.,Analytical Skills;People management;Communication skills;Mass Communication;Leadership;Editing;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Python;HR;Good communication skills;Teaching,NA
Male,B.Tech,Electrical and Electronics Engineering,"Web development,Information Technology,Blockchain,Digital marketing,Game industry",DevOps;Kubernetes;Docker;Jenkins;Linux;Bash Script;Grafana;Elastic Stack (ELK);Amazon Web Services (AWS);Git;Linux System Administration;Ansible;Elasticsearch;OpenStack;Apache Kafka;Redis;docker;Bash;prometheus;Nginx,DevOps Engineer
Male,B.Tech,Electrical and Electronics Engineering,Data Analytics,"C,C++,Java,JavaScript,Python",Software developer
Male,B.Sc,Physics,Technology,"Active Listening, Analytic Thinking, Gathering Informing, Artistic skills, Business Knowledge, SQL, Communication Skills, News Gathering, Editing, Creativity Skills, Team work, Excel, Presentation Skills, C++, Writing, Reading, Designing Skills",Data entry operator 
Female,BE,Computer Science,Technology,Machine Learning skills;Python;Artificial Intelligence;SQL,NA
Female,BBA,Business Administration,Understand human behaviour;Retailer;Service;Social causes,Recruiting,HR executive
Female,M.Sc,Science,Understand human body;Content Writing;Digital marketing;Product Life cycle Management,Critical Thinking;Gathering Information;Leadership;Editing;Product knowledge;Problem Solving skills;Writing skills;Machine Learning skills;Interpersonal skills;Medical knowledge,Senior Editor
Male,B.Tech,Electronics,Financial Analysis;Research;Sales/Marketing;Technology;Supply Chain Analysis;Data analytics;Digital marketing;Market reserach;Social media marketing;Machine Learning;Sports Industry;Blockchain;Salesforce Admin;Construction;Construction Manegement,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;People management;Communication skills;Negotiation skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Sales;Social Media Marketing;Interpersonal skills;Wealth Management;Presentation Skills;R;Python;SQL;Content creation;Good communication skills,BUSINESS DEVELOPMENT MANAGER
Male,BE,Automobile Engineering,"Financial Analysis, Sales/Marketing, Technology, Trading, Entrepreneurship","Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, Leadership, Market Study, Team work, Interpersonal Skills, Wealth Management, Risk Managing",Student (Unemployed)
Male,B.E,Automobile Engineering,"News Coverage, Research, Social Justice, Technology, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Artistic skills, Business Knowledge, People Management, Editing, Product Knowledge, Creativity Skills, Team work, Designing Skills",Project Associate
Male,Diploma,Mechanical Machines,Technology,Critical Thinking;People management;Leadership;Product knowledge;Problem Solving skills;SAP,Technical Associate
Male,BE,Mechanical Engineering,Govt. Job,Hardware skills;Writing skills;Good communication skills,NA
Male,Degree,Bio technology,Sales/Marketing,Sales,Business 
Female,B.Tech,Mechanical Engineering,Further Studies,NO,NA
Male,B.Tech,Computer Science Engineering,Technology,"AI, ML, Python",Data Scientist
Female,B.Com,Accountancy,Financial Analysis,Accounting Skills,Tech support 
Female,BMS,Sales & Marketing,"Research, Teaching, Technology, Entrepreneurship","Gathering Informing, Communication Skills, Editing, Presentation Skills, Observation Skills, Reading, Subject Knowledge",HR
Male,B.Tech,Computer Science Engineering,Technology;Web Designing;Content Writing;Data analytics;Data scientist,Business Knowledge;Leadership;Editing;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Python;Java,NA
Male,B.Com,Accounts,Financial Analysis,Accounting Skills;People management,NA
Male,B.Com,Accountancy,Financial Analysis;Sales/Marketing;Technology;Trading;Game industry,Accounting Skills;Business Knowledge;Finance related skills;Risk management skills;Wealth Management,NA
Female,B.Tech,CEE,Data Analytics,Python,Software developer
Female,B.Sc,Computers,Social Justice;Understand human behaviour;Gardening;Social causes;All fields related to Data science.;Information Technology,Active Listening;Gathering Information;Business Knowledge;Good communication skills,Researcher
Male,B.Sc,Mathematics,Teaching;Govt. Job;Game industry,Analytical Skills;Communication skills,NA
Male,BE,Computer Science Engineering,Data Analytics,NO,Software Developer
Male,B.Tech,Mechanical Engineering,Data analytics,People management;Leadership,NA
Female,BA,Advertising,Research;Sales/Marketing;Understand human behaviour;Content Writing,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Negotiation skills;Mass Communication;Editing;Problem Solving skills;Writing skills;Social Media Marketing;Presentation Skills;Content creation,Content writer and creative strategist
Male,B.Tech,Computer Science Engineering,Software Job,"JS, PHP,CSS,HTML, Android",IT Engineer
Female,BE,Elections and telecommunication engineering,Teaching;Understand human behaviour;Web Designing,Python;SQL;Java;Cloud Computing,Software testing
Male,BCA,Computer Applications,Web development,Programming Language skills;SQL;Java;Cloud Computing,Programmer analyst
Male,B.Com,Accountancy,"Financial Analysis, News Coverage, Research, Sales/Marketing, Trading, Entrepreneurship","Accounting Skills, Active Listening, Critical Thinking, Analytic Thinking, Gathering Informing, Business Knowledge, People Management, Communication Skills, Negotiation Skills, Leadership, Product Knowledge, Cost Accounting, Excel",Student (Unemployed)
Male,B.Tech,Computer Science Engineering,Software Job,"Full stack, SQL",QA Analyst
Male,BCA,Software Development,Financial Analysis;Research;Social Justice;Teaching;Trading;Content Writing,Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );C++;Linux;Python;Java,Entry Level Software Engineer
Male,B.Tech,Mechanical Engineering,News Coverage;Research;Digital marketing;Home interior design;Data scientist;Web development;Market reserach;Social media marketing,Programming Language skills;C++,NA
Female,B.Tech,Computer Science Engineering,Technology,"Python, Java, SQL",PAT
Female,BE,Computer Science Engineering,Technology;Govt. Job;Data scientist,Problem Solving skills;C++;SQL;Java,NA
Female,B.Com,Computer Applications,Teaching,Derivatives,Computer Software Engineer
Male,BE,Mechanical Engineering,Supply Chain Analysis;SAP Consultant in MM,People management;SAP,SAP consultant
Male,B.Tech,Computer Science Engineering,Data Analytics,NO,FSC
Male,BE,Civil Engineering,Social Justice;Technology;Govt. Job;Construction;Construction Manegement;Urban Planning,Critical Thinking;People management;Communication skills;Mass Communication;Leadership;Problem Solving skills;Risk management skills;Interpersonal skills;Hospitality;Good communication skills,NA
Male,MA,Sociology,Sales/Marketing;Understand human behaviour;Social causes;Customer care,Active Listening;Communication skills;Product knowledge;Problem Solving skills;Hospitality,Customer care
Male,MBA,Marketing,Sales/Marketing;Data analytics;Digital marketing;Data scientist;Market reserach;Social media marketing;All fields related to Data science.;Machine Learning;Sports Industry;Excel,Active Listening;Critical Thinking;Business Knowledge;Analytical Skills;Data Visualization skills( Power Bi/ Tableau );Social Media Marketing;Interpersonal skills;C++;R;Python;SQL,NA
Male,B.Tech,Computer Science Engineering,Software Job,NO,Developer
Female,B.Tech,Computer Science Engineering,Technology,"SQL, Communication Skills",Computer Software Engineer
Female,B.Tech,Electronics and Telecommunication,Sales/Marketing;Technology;Understand human behaviour;Supply Chain Analysis;Data analytics;Govt. Job;Digital marketing;Data scientist;Social media marketing;All fields related to Data science.;Industires;Design;Product Life cycle Management,Active Listening;Gathering Information;Artistic/Creative Skills;Communication skills;Problem Solving skills;Presentation Skills;Python;Hospitality,NA
Male,BBA,Financial Analyst,Financial Analysis,"
Project Finance;Financial Modeling;Business Strategy",Financial Analyst
Male,B.Tech,Psychology,"Research, Social Justice, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, Artistic skills, People Management, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, Leadership, Creativity Skills, Logical Skills, Interpersonal Skills, Problem Solving skills, Observation Skills, Risk Managing, Designing Skills",Psychologist
Female,B.Tech,Computer Science Engineering,"Financial Analysis, News Coverage, Research, Sales/Marketing, Social Justice, Take risk for Profits, Teaching, Technology, Trading, Entrepreneurship, Understand Human Behaviour, Understand Human Body","Accounting Skills, Active Listening, ML, Critical Thinking, Artistic skills, Java, Communication Skills, News Gathering, Product Knowledge",Student (Unemployed)
Male,BCA,Office management,News Coverage;Web Designing;Data analytics;Govt. Job;Game industry;Digital marketing;Data scientist;Web development;Social media marketing;Information Technology,Accounting Skills;Hardware skills;Programming Language skills;Gathering Information;People management;Risk management skills;Writing skills;C++;Python;SQL;Java;Hospitality,NA
Male,BE,Entc,Technology;Data scientist;Web development;All fields related to Data science.;Information Technology,Programming Language skills;Python;SQL,NA
Female,B.Tech,Computer Science Engineering,"Financial Analysis, Technology","Gathering Informing, Business Knowledge, SQL, Leadership, Writing, Designing Skills",Business Analyst
Male,BA,Tamil,Teaching,People management,Lecturer
Male,B.Sc,Programs,Govt. Job,Sales,NA
Female,B.Sc,Physics,Teaching,Teaching ,Teacher
Female,B.Sc,computer science,Teaching;Data analytics;Data scientist,Programming Language skills;Leadership;Problem Solving skills;SQL;PHP,NA
Female,BE,Electronics and Communication Engineering,News Coverage;Social Justice;Teaching;Trading;Understand human body;Content Writing,"Hardware skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Civil & Criminal Law;Communication skills;Sales;Social Media Marketing;Linux;Proeficiency in Software like STAAD PRO, ETABS;MATLAB",NA
Male,B.Tech,Computer Science Engineering,"Cyber Security,Technology,Data analytics,Machine Learning,Cloud computing","
Threat & Vulnerability Management;Endpoint Security;Vulnerability Assessment;ISO 27001;Information Security;proofpoint;Palo Alto Networks;Symantec Endpoint Protection;SophosS;Vulnerability Management;Security Information and Event Management (SIEM);Threat Analysis;Threat Assessment;Splunk;ISO 27001 Lead Auditor;Pki;Cyber Security Risk;Cybersecurity Incident Response;Vulnerability Scanning;Security",Cyber Security Analyst
Male,B.E,Automobile Engineering,"Social Justice, Take risk for Profits, Technology, Entrepreneurship, Understand Human Behaviour","Critical Thinking, Business Knowledge, Civil & Criminal Law, Communication Skills, Negotiation Skills, Work under Pressure, News Gathering, Product Knowledge, Market Study, Team work, Excel",FITNESS CONSULTANT EXPERT 
Female,B.Com,Marketing,Research;Technology;Trading;Understand human behaviour;Content Writing;Data analytics;Govt. Job;Digital marketing;Home interior design;Social media marketing;Gardening;Infrastructure;Information Technology,Active Listening;Critical Thinking;Gathering Information;Artistic/Creative Skills;Business Knowledge;Analytical Skills;People management;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Interpersonal skills,NA
Female,B.Tech,Electronic and Communication Engineering,Financial Analysis;Teaching;Data analytics;Govt. Job;Data scientist;Excel,Negotiation skills;Leadership;Editing;Python;Teaching;Programming Language C,NA
Female,Master of journalism,Journalism,Sales/Marketing;Social Justice;Understand human behaviour;Content Writing;Digital marketing;Social media marketing,Active Listening;Gathering Information;Artistic/Creative Skills;People management;Communication skills;Mass Communication;Problem Solving skills;Writing skills;Social Media Marketing;Content creation;Client management,Copywriter
Male,B.Sc,Computer Applications,Technology,"Business Knowledge, Communication Skills",Student (Unemployed)
Female,BE,Electronics and telecommunication,Technology,Programming Language skills;Communication skills;Problem Solving skills;Python;MATLAB,Assistant system engineer trainee
Female,G. N. M Nurshing,Hospitality,"Teaching, Technology","Logical Skills, Presentation Skills, Observation Skills, Subject Knowledge",Medical Practitioner
Female,B.Sc,Microbiology genetics,Research,Subject Knowledge,Student (Unemployed)
Female,B.Tech,Information TechNAlogy,Financial Analysis,"Active Listening, AI, Critical Thinking, Analytic Thinking, Artistic skills, Java, Communication Skills, Work under Pressure, Leadership, Editing, Product Knowledge, Creativity Skills, Team work, Excel, Logical Skills, Interpersonal Skills, Presentation Skills, Mass Communication, Writing, Tableau, Reading, Designing Skills",Software engineer 
Male,B.Com,Commerce,"Financial Analysis, Entrepreneurship",Accounting Skills,Student (Unemployed)
Male,B.Tech,Mechanical Engineering,Technology,"Python, Critical Thinking, Programming, Editing, Creativity Skills, Market Study, Team work, Excel, C++, Linux, Problem Solving skills",Student (Unemployed)
Female,MCA,Computer Science Engineering,Govt. Job,Accounting Skills,Accountant
Female,B.Tech,BiotechNAlogy,"Research,Understand human body,BioTechnology","Real-Time Polymerase Chain Reaction (qPCR);
Environmental Biotechnology;
Molecular Biology","
Biocurator"
Male,B.Tech,Information Technology,Web development;Information Technology,C++;R;Linux;Python;Artificial Intelligence;SQL;Java,NA
Female,B.Tech,Computer Science Engineering,Research;Technology;Data scientist,Programming Language skills;Gathering Information;Analytical Skills;Python;Artificial Intelligence,nothing
Female,B.Tech,Mechanical Engineering,"Technology,Trading","Active Listening, Programming, Work under Pressure, Teamwork,Excel,Logical Skills Interpersonal Skills, Presentation skills, Reading",SQL Developer
Female,B.Tech,Electrical and Electronics Engineering,Technology,,Data Analyst
Female,B.Tech,Computer Science Engineering,Technology,Programming Language skills;Critical Thinking;Gathering Information;People management;Communication skills;Leadership;SQL;Java,Software engineer
Male,BE,Automobile Engineering,Teaching;Technology;Content Writing;Govt. Job;Industires;Sports Industry;Oil and Gas;Excel,Active Listening;Gathering Information;Communication skills;Product knowledge;Writing skills;Presentation Skills;Good communication skills,TESTING ENGINEER
Male,Diploma,Pharmaceutical sciences,Data analytics;Game industry;Data scientist;Information Technology,Programming Language skills;Analytical Skills;Communication skills;Leadership;Machine Learning skills;Python,NA
Male,B.Pharmacy,Mining,Data scientist,Programming Language skills;Critical Thinking;Analytical Skills;Communication skills;Machine Learning skills;Python;Artificial Intelligence;SQL,Pharma Benefit Analyst
Male,B.Tech,Mechanical engineering,Technology,Programming Language skills;Business Knowledge;Analytical Skills;Communication skills;Problem Solving skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Python;Artificial Intelligence;SQL;MATLAB,NA
Male,B.Tech,B.tech,Electronics and communication Engineering,"Python, SQL",Student (Unemployed)
Male,BE,Automobile Engineering,Trading,"Wealth Management, Problem Solving skills",Student (Unemployed)
Female,B.Tech,Electronics and Communication Engineering,Financial Analysis;Teaching;Technology;Trading;Data analytics;Home interior design;Data scientist,Active Listening;Programming Language skills;Critical Thinking;Artistic/Creative Skills;Analytical Skills;People management;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );R;Python;Artificial Intelligence;SQL;Good communication skills,NA
Male,B.Tech,Computer Science Engineering,"Technology,Data analytics,Machine Learning,Cloud computing,Cyber Security",Web Application Security;Vulnerability Assessment;OWASP;Penetration Testing;Shell Scripting;Python (Programming Language);Ethical Hacking;Web Application Security Assessment;Application Security,Cyber Security Engineer
Male,B.Tech,Electrical and Electronics Engineering,Technology;Industires;Design,"Proeficiency in Software like STAAD PRO, ETABS",Maintenance Engineer-Electrical
Female,B.Sc,Computer Science,Teaching;Game industry;All fields related to Data science.,Programming Language skills;Machine Learning skills;Python;SQL,NA
Male,B.Sc,Chemistry,"Sales/Marketing, Take risk for Profits","Active Listening, Artistic skills, Communication Skills, Work under Pressure, Editing, Product Knowledge, Creativity Skills, Market Study, Team work, Excel, Sales",Medical Practitioner
Male,BE,Computer Science Engineering,Research;Technology;Data analytics,Active Listening;Programming Language skills;Critical Thinking;Gathering Information;Business Knowledge;Analytical Skills;Finance related skills;People management;Communication skills;Mass Communication;Leadership;Product knowledge;Problem Solving skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;Wealth Management;Presentation Skills;Linux;Python;Artificial Intelligence;SQL;Java;Cloud Computing,Associate Data Scientist
Male,BALLB,Law,Social Justice;Social causes,Civil & Criminal Law,Law Intern
Male,B.Tech,Computer Science Engineering,Technology;Data analytics;Data scientist;All fields related to Data science.,Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;C++;Artificial Intelligence;SQL,Data Analyst
Male,BE,Mechanical engineering,Financial Analysis;Research;Technology;Trading;Supply Chain Analysis;Web Designing;Data analytics;Data scientist,Programming Language skills;Critical Thinking;Machine Learning skills;Python,NA
Male,B.Tech,Computer Science Engineering,"Financial Analysis, Research, Technology, Trading","AI, ML, Python, Analytic Thinking, Business Knowledge, Java, SQL, Oracle, Programming, People Management, C++, R",Student (Unemployed)
Male,B.Tech,Information Technology,Entrepreneurship,"Active Listening, Python, Critical Thinking, Analytic Thinking, Java, SQL, Oracle, Programming, People Management, Leadership, Team work, Logical Skills, Interpersonal Skills, C++, Problem Solving skills, Writing, Building Rapport, Subject Knowledge",Java Developer
Male,B.Tech,Computer Science Engineering,Technology;Web Designing;Data analytics;Game industry;Data scientist;Web development,Active Listening;Hardware skills;Programming Language skills;Gathering Information;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Designing skills;Writing skills;Data Visualization skills( Power Bi/ Tableau );Machine Learning skills;Interpersonal skills;C++;Presentation Skills;R;Python;Artificial Intelligence;SQL;Java;Architecture;Good communication skills,NA
Female,B.Tech,Computer Science Engineering,"Research, Technology, Entrepreneurship","Java, Programming, Creativity Skills, Team work, Excel, Linux",Computer Software Engineer
Female,B.Tech,Computer Science Engineering,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",Teaching
Female,Economics,Political science,Govt. Job,Hospitality,Security officer
Male,B.Com,Mar,Sales/Marketing,Business Knowledge;Analytical Skills;Finance related skills;Communication skills;Negotiation skills;Product knowledge;Problem Solving skills;Risk management skills;Client management,Business Trainee
Female,B.Tech,Civil Engineering,Teaching,"Active Listening, Work under Pressure,Teamwork,Interpersonal Skills, Presentation skills, Reading",Teaching
Male,B.Tech,Electronics and Communication Engineering,"Technology,Teaching","Active Listening, Programming, Work under Pressure, Teamwork,Excel, Interpersonal Skills, Presentation skills, Reading",Python Developer
Male,B.Tech,Marketing,Research;Sales/Marketing;Supply Chain Analysis,Critical Thinking;Artistic/Creative Skills;Analytical Skills;Communication skills;Problem Solving skills;SQL,Operations specialist
Male,BBA,Human Resource,Human Resource,Negotiation skills;HR,Talent Acquisition Executive
Male,B.Com,Accountancy,Financial Analysis,Active Listening;Artistic/Creative Skills;Communication skills;Mass Communication;Problem Solving skills,Management trainee
Female,BBA,Human Resource,Content Writing;Market reserach,Business Knowledge;Finance related skills;People management;Communication skills;Negotiation skills;Problem Solving skills;Sales;Presentation Skills,Human Resources Assistant
Female,BAC,Computer Science Engineering,Technology,"Accounting Skills, Python, Java, SQL, Oracle, Programming",NA
Female,B.Pharm,Hospitality,Research,"Excel, Presentation Skills, Writing",Student (Unemployed)
Female,B.Sc,Chemistry,Research,"Civil & Criminal Law, Work under Pressure",Student (Unemployed)
Male,BE,Mechanical Engineering,Financial Analysis;News Coverage;Research;Technology;Understand human behaviour;Supply Chain Analysis;Market reserach;Industires,Critical Thinking;Business Knowledge;Analytical Skills;Communication skills;Negotiation skills;Leadership;Problem Solving skills;Risk management skills;Good communication skills;SAP,Procurement engineer
Male,BE,Mechanical Engineering,Trading;Data scientist,Analytical Skills;Problem Solving skills,GET
Male,BA,"History, sociology,",Research;Sales/Marketing;Trading;Digital marketing;Social media marketing;Customer care,Active Listening;Business Knowledge;Communication skills;Sales,"Telecaller,sale exicutive"
Male,B.Com,Accounts and Statistics,Financial Analysis;Research;Teaching;Understand human behaviour;Understand human body;Data analytics;Data scientist;Market reserach;All fields related to Data science.,Accounting Skills;Active Listening;Critical Thinking;Gathering Information;Python,NA
Female,B.Tech,Biotechnology,Technology,"Critical Thinking, Analytic Thinking, Java, SQL, Programming, Communication Skills, Work under Pressure, Leadership, Team work, Interpersonal Skills, Presentation Skills, Problem Solving skills, Writing, Observation Skills, Reporting, Reading",Computer Software Engineer
Female,BA,History,"News Coverage, Teaching","Active Listening, Communication Skills, Work under Pressure, News Gathering, Reporting, Reading, Subject Knowledge",Teacher
Male,B.E,Automobile Engineering,Technology,"Team work, Linux, Problem Solving skills",Computer Software Engineer
Female,B.Tech,Electronics and Communication Engineering,Technology;Data analytics;Data scientist,Active Listening;Problem Solving skills;Designing skills,NA
Female,B.Tech,Electrical and Electronics Engineering,"Sales/Marketing, Technology, Entrepreneurship","AI, Java",Operations Engineer
